Date,Site,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Arrival_Time,Departure_Time,Lat_deg,Long_deg,Wind_speed_ms-1,Sky,Secchi_Depth_m,Temp_C,SpCond_uScm-1,BeamAtten_m-1,Transmiss_pct,DO_mgL-1,PAR_uEcm-2s-1,Turbidity_NTU,Particulate_Microcystin_ugL-1,Dissolved_Microcystin_ugL-1,Extracted_PC_ugL-1,Extracted_CHLa_ugL-1,Total_cyanobacteria_genes_copiesmL-1,mycE_genes_copiesmL-1
4/24/2024,WE13,,8,Bottom,,,,,,,,10.27902857,272.2807143,2.197942857,57.72557143,10.99348571,13.93542857,ns,bdl,bdl,0.05743164,3.47425,ns,ns
4/24/2024,WE16,6.253,1,Surface,11:05,11:20,41.65978333,-83.14505,3.8,clear,0.25,12.18757857,318.3209286,13.51282143,4.097514286,10.19671429,541.1864286,40.93,bdl,bdl,0.1923381,1.755,1888,bdl
5/8/2024,WE2,5.461,1,Surface,12:45,12:58,41.7619,-83.3342,4.5,clear,0.5,17.96728714,413.5135857,13.35004,6.041612857,nd,767.1677143,29.72,bdl,bdl,0.07517664,27.25,510917,bdl
5/8/2024,WE2,,5,Bottom,,,,,,,,17.10682353,392.2854706,13.57474118,3.362064706,nd,5.46E-05,ns,bdl,bdl,0.23473716,23.06,ns,ns
5/8/2024,WE4,8.44,1,Surface,9:20,9:36,41.8254,-83.1962,4,clear,1.5,15.1914,279.57,5.87585,23.01625,nd,126.77,2.82,bdl,bdl,0.01,3.38,9590,bdl
5/8/2024,WE6,2.954,1,Surface,11:51,12:01,41.7049,-83.3869,5.5,clear,0.25,17.87776197,402.4904507,15.98208732,1.868852113,nd,536.7170423,34.9,bdl,bdl,0.28280736,62.93,331968,bdl
5/8/2024,WE8,5.279,1,Surface,8:32,8:50,41.8329,-83.3571,5,clear,1,15.80786667,307.332,5.942633333,24.39596667,nd,107.9006667,7.19,bdl,bdl,0.044040168,5.5,22386,bdl
5/8/2024,WE8,,4,Bottom,,,,,,,,15.88906667,307.1343333,2.617166667,52.009,nd,4.889777778,ns,bdl,bdl,0.113226,4.95,ns,ns
5/8/2024,WE9,2.548,1,Surface,12:12,12:22,41.7181,-83.4254,7.5,clear,0.25,18.77025971,474.2966403,27.25764532,0.110215827,nd,282.6783669,72.47,bdl,bdl,0.39020256,9.93,59738,bdl
5/8/2024,WE12,6.95,1,Surface,11:11,11:28,41.7037,-83.2558,5,clear,0.5,16.446275,271.17975,12.55615,4.650125,nd,856.85625,25.48,bdl,bdl,0.05489088,13.18,42181,bdl
5/8/2024,WE12,,6,Bottom,,,,,,,,16.06124545,269.6877273,12.91988182,3.966645455,nd,0.000116137,ns,bdl,bdl,0.05038896,12.74,ns,ns
5/8/2024,WE13,9.132,1,Surface,9:58,10:10,41.7421,-83.1365,4.5,clear,1.5,15.13377143,249.2604286,3.927,39.19451429,nd,245.53,5.65,bdl,bdl,0.02188132,4.13,6005,bdl
5/8/2024,WE13,,8,Bottom,,,,,,,,15.16823077,250.5264615,2.946530769,47.87427692,nd,3.873476923,ns,bdl,bdl,bdl,4.07,ns,ns
5/8/2024,WE16,6.155,1,Surface,10:33,10:49,41.6607,-83.146,4.5,clear,1,16.05368382,266.7226029,2.944060294,48.72282647,nd,191.3723529,7.72,bdl,bdl,bdl,3.16,12701,bdl
5/20/2024,WE2,5.61,1,Surface,13:01,13:14,41.7616,-83.33058333,5.4,partly cloudy,0.75,21.63340922,304.5931277,6.177195745,21.49655603,nd,1384.934043,10.7,bdl,bdl,4.37052668,21.85,247101,bdl
5/20/2024,WE2,,5,Bottom,,,,,,,,19.26535714,319.148,5.368171429,26.13272143,nd,2.646807143,ns,bdl,0.13,0.19442852,24.07,ns,ns
5/20/2024,WE4,8.697,1,Surface,9:32,9:50,41.82605,-83.196,8.7,hazy,2.5,18.85134964,294.1858273,1.765571223,64.66656475,nd,1481.383094,1.23,bdl,bdl,0.850915,6.32,2881,bdl
5/20/2024,WE6,3.11,1,Surface,12:05,12:20,41.70518333,-83.38578333,3.1,hazy,1.5,22.85894133,425.8276733,2.693403333,51.08568,nd,1058.015533,7.21,bdl,bdl,1.5201862,9.4,93470,bdl
5/20/2024,WE8,5.232,1,Surface,8:41,9:04,41.83423333,-83.3582,5.3,hazy,0.75,20.60092857,399.0297143,6.527414286,24.28518571,nd,1784.768571,9.64,bdl,bdl,8.7980165,13.22,45977,bdl
5/20/2024,WE8,,4,Bottom,,,,,,,,20.44828,400.3289,3.80174,38.65748,nd,2.4747,ns,bdl,bdl,7.04641106,12.96,ns,ns
5/20/2024,WE9,2.84,1,Surface,12:27,12:46,41.71773333,-83.4233,2.7,partly cloudy,0.75,23.39261572,526.8132453,10.54990755,7.266655975,nd,1114.162013,18.13,bdl,bdl,10.95104634,39.59,213942,bdl
5/20/2024,WE12,6.919,1,Surface,11:28,11:43,41.7025,-83.25381667,6.8,hazy,0.75,20.41011888,267.1539231,5.487578322,25.48737762,nd,1727.574825,12.1,bdl,bdl,2.8251366,24.81,287845,bdl
5/20/2024,WE12,,6,Bottom,,,,,,,,17.72244167,283.2956667,8.289083333,12.60023333,nd,0.41017,ns,bdl,bdl,bdl,6.88,ns,ns
5/20/2024,WE13,9.252,1,Surface,10:14,10:31,41.74251667,-83.1356,9.2,hazy,3.25,19.46873613,280.1677419,1.427505806,70.08808129,nd,1538.409548,5.94,bdl,bdl,1.42729938,5.48,8279,bdl
5/20/2024,WE13,,8,Bottom,,,,,,,,16.36842143,282.3814286,5.229085714,27.16725,nd,20.088,ns,bdl,0.43,0.6516354,3.83,ns,ns
5/20/2024,WE16,6.332,1,Surface,10:52,11:07,41.65943333,-83.14433333,6.4,hazy,0.75,20.82998757,274.0144378,6.935656216,17.7309,nd,1569.782703,6.4,bdl,0.37,1.84952118,37.29,581719,bdl
6/3/2024,WE2,5.74,1,Surface,12:06,12:21,41.76201667,-83.33038333,6.2,partly cloudy,1,20.86857072,187.6369252,6.208456386,24.87687664,nd,2941.544735,8.34,bdl,bdl,1.32104232,19.87,329441,bdl
6/3/2024,WE2,,5,Bottom,,,,,,,,20.44467273,354.2549091,2.965936364,47.64997273,nd,3.964345455,ns,bdl,bdl,1.69195578,20.57,ns,ns
6/3/2024,WE4,8.646,1,Surface,9:01,9:16,41.82615,-83.19645,2.8,fog,2,19.66386316,273.1644211,2.231258373,57.8573134,nd,330.1470813,2.46,bdl,0.23,31.31481764,19.72,100173,bdl
6/3/2024,WE6,3.212,1,Surface,11:19,11:30,41.70591667,-83.38223333,5.6,partly cloudy,1,21.58894833,453.0121,4.392109167,33.39342667,nd,1236.350833,7.3,bdl,bdl,3.7948564,48.37,1104641,bdl
6/3/2024,WE8,5.219,1,Surface,8:15,8:33,41.83398333,-83.35941667,3.9,cloudy,1,21.31431753,368.7175567,4.635625773,32.0109701,nd,258.9010309,7.23,bdl,bdl,3.44775204,51.28,896018,bdl
6/3/2024,WE8,,4,Bottom,,,,,,,,20.92137778,356.7893333,3.663722222,40.02575,nd,2.471861111,ns,bdl,bdl,2.84826896,50.49,ns,ns
6/3/2024,WE9,2.833,1,Surface,11:37,11:49,41.71781667,-83.42271667,7.5,partly cloudy,0.75,21.89383302,574.4213585,12.06899151,4.907254717,nd,739.5156604,24.5,bdl,0.37,0.51429012,42.06,505559,bdl
6/3/2024,WE12,6.864,1,Surface,10:44,10:57,41.70093333,-83.25265,2.6,partly cloudy,1.25,20.52412348,307.70925,6.758282576,18.51280682,nd,502.7002273,14.71,bdl,bdl,0.05061496,11.11,23313,bdl
6/3/2024,WE12,,6,Bottom,,,,,,,,20.34414444,306.7644444,6.512677778,19.62886667,nd,0.185942222,ns,bdl,bdl,0.13079976,9.53,ns,ns
6/3/2024,WE13,9.216,1,Surface,9:38,9:53,41.74368333,-83.13768333,3.6,fog,1.75,19.9431189,276.8491339,2.700177953,51.05852598,nd,501.4908661,4.63,bdl,bdl,3.00741816,10.07,35227,bdl
6/3/2024,WE13,,8,Bottom,,,,,,,,19.80430833,282.8931667,4.554108333,33.03528333,nd,1.3558,ns,bdl,bdl,bdl,2.79,ns,ns
6/3/2024,WE16,6.204,1,Surface,10:11,10:25,41.6592,-83.145,3.7,partly cloudy,1.75,20.32774872,286.5617628,3.098884615,52.07145897,nd,1464.491923,3.86,bdl,bdl,0.6029228,5.31,13285,bdl
6/17/2024,WE2,5.836,1,Surface,13:23,13:42,41.76226667,-83.33235,4.1,clear,1.25,24.22828182,334.9508182,6.8268,31.66479091,nd,2877.8,7.84,bdl,bdl,1.32441876,3.75,8497,bdl
6/17/2024,WE2,,6,Bottom,,,,,,,,21.85176923,322.3470769,3.985476923,36.92211538,nd,29.61176923,ns,bdl,bdl,0.39015736,1.99,ns,ns
6/17/2024,WE4,8.789,1,Surface,9:43,10:03,41.82698333,-83.19593333,4.1,cloudy,4.5,21.53107101,251.9105089,1.129653254,75.83571124,nd,304.9666272,1.3,bdl,bdl,0.30161847,1.91,3568,bdl
6/17/2024,WE6,3.269,1,Surface,12:22,12:37,41.7051,-83.38553333,4.6,clear,1.25,23.94922857,405.1562857,8.118585714,24.81932857,nd,2533.385714,8.03,bdl,bdl,1.59297908,4.88,14120,bdl
6/17/2024,WE8,5.224,1,Surface,8:54,9:18,41.83405,-83.3591,5.7,cloudy,1,22.63335082,366.855377,4.168277869,35.84660902,nd,216.7482787,8.9,bdl,bdl,0.97741836,3.73,5312,bdl
6/17/2024,WE8,,4,Bottom,,,,,,,,22.6438,366.6978889,4.0907,35.96313333,nd,1.780522222,ns,bdl,bdl,1.04404768,4.42,ns,ns
6/17/2024,WE9,2.944,1,Surface,12:51,13:06,41.71798333,-83.42415,5.1,clear,1,25.17586012,511.0527688,4.062007514,36.52769249,nd,1663.314162,7.7,bdl,0.14,1.18864248,20,350217,bdl
6/17/2024,WE12,7.174,1,Surface,11:40,11:58,41.7029,-83.25421667,5.7,partly cloudy,1.25,22.90081667,306.45325,6.005283333,22.42516667,nd,2663.316667,7.05,bdl,bdl,1.84722456,18.43,322218,bdl
6/17/2024,WE12,,6,Bottom,,,,,,,,21.70807778,305.1905556,5.039955556,28.38758889,nd,5.122988889,ns,bdl,bdl,0.41736776,23.48,ns,ns
6/17/2024,WE13,9.487,1,Surface,10:23,10:42,41.74265,-83.13653333,3.1,partly cloudy,2,22.0510414,268.5112043,2.265348387,57.15149194,nd,844.6969892,3.61,bdl,bdl,0.43736876,5.27,42978,bdl
6/17/2024,WE13,,8,Bottom,,,,,,,,21.397,263.367,2.24225,57.088725,nd,6.5607,ns,bdl,bdl,0.37982916,4.54,ns,ns
6/17/2024,WE16,6.305,1,Surface,11:01,11:19,41.65821667,-83.14531667,4.1,partly cloudy,1.5,22.65102824,302.4284588,2.885729412,49.55178941,nd,1707.189412,5.1,bdl,bdl,0.51892086,18.82,904406,bdl
7/2/2024,WE2,5.932,1,Surface,11:29,11:43,41.76218333,-83.32968333,3.09,partly cloudy,1.5,23.09292762,304.0736678,3.126930769,46.61337203,nd,2035.527972,7.48,bdl,bdl,0.4781595,10.64,34967,bdl
7/2/2024,WE2,,5,Bottom,,,,,,,,23.01636923,305.0146923,3.479292308,41.90863846,nd,22.71907692,,0.1,bdl,0.75020022,11.96,ns,ns
7/2/2024,WE6,3.333,1,Surface,10:25,10:40,41.70515,-83.38608333,4.12,clear,1.25,23.17464214,465.0691286,4.198877857,36.60528357,nd,1624.985929,9.3,bdl,bdl,0.59151432,14.89,257271,322
7/2/2024,WE9,3.129,1,Surface,10:52,11:10,41.71811667,-83.42278333,5.15,clear,0.5,23.78889756,507.4153902,12.41605854,5.28614878,nd,1658.870244,22.88,bdl,bdl,0.3897144,25.56,174184,bdl
7/2/2024,WE12,7.241,1,Surface,9:45,10:01,41.70328333,-83.25446667,3.6,clear,0.75,23.0406751,328.3714636,7.130542529,17.12398084,nd,1848.542375,13.02,bdl,bdl,0.3158124,13.33,42975,bdl
7/2/2024,WE12,,6,Bottom,,,,,,,,22.9162,327.8226316,6.897557895,17.82831053,nd,0.345639474,,0.24,bdl,0.23884584,11.66,ns,ns
7/2/2024,WE16,6.364,1,Surface,9:05,9:26,41.65748333,-83.14158333,4.63,clear,1.75,22.69408554,295.7968373,3.026751807,47.38431325,nd,1508.18,5.58,bdl,bdl,bdl,4.44,14205,bdl
7/8/2024,WE2,5.809,1,Surface,12:13,12:30,41.7623,-83.32941667,1.03,partly cloudy,0.75,25.71342941,346.2131176,4.013194118,44.38754706,nd,2739.888235,2.36,0.21,0.15,5.47368384,31.66,272769,bdl
7/8/2024,WE2,,6,Bottom,,,,,,,,24.21965833,317.7705833,2.969541667,47.59778333,nd,37.4035,ns,0.31,0.12,3.20496024,24.59,ns,ns
7/8/2024,WE2,,0,Scum,,,,,,,,ns,ns,ns,ns,ns,ns,ns,16.87,0.77,37.6146264,79.5,ns,ns
7/8/2024,WE4,9.055,1,Surface,8:51,9:06,41.8265,-83.1929,4.12,partly cloudy,2,23.86925833,284.8243333,4.953458333,33.36079167,nd,2453.966667,4.93,1.94,0.15,6.5436944,18.69,116030,824
7/8/2024,WE6,3.239,1,Surface,11:17,11:31,41.70523333,-83.38578333,3.09,partly cloudy,1.5,25.27689,433.299,4.32864,35.95881,nd,2246.88,4.62,1.04,0.33,10.2070866,39.97,579350,225
7/8/2024,WE8,5.435,1,Surface,8:09,8:25,41.83426667,-83.35806667,3.09,partly cloudy,2,24.2472534,326.8575183,2.846429843,49.3072555,nd,446.0712565,4.87,0.45,0.13,5.0698467,24.19,190722,bdl
7/8/2024,WE8,,4,Bottom,,,,,,,,24.28765,327.999,2.721675,50.64159167,nd,16.82683333,ns,0.57,0.16,3.0366942,21.21,ns,ns
7/8/2024,WE9,2.872,1,Surface,11:42,11:55,41.71741667,-83.42366667,3.09,partly cloudy,1,25.8801,461.3102778,6.807388889,19.97746667,nd,2267.305556,11.37,1.34,0.13,13.14236556,51.41,642099,2295
7/8/2024,WE12,6.952,1,Surface,10:37,10:52,41.7031,-83.25568333,2.57,,2,24.50444,309.7924,9.25003,27.06455,nd,3334.19,4.5,0.18,bdl,8.04262584,25.45,156505,bdl
7/8/2024,WE12,,6,Bottom,,,,,,,,24.00352727,304.938,3.263445455,44.22812727,nd,14.19,ns,0.21,bdl,6.43133172,22.17,ns,ns
7/8/2024,WE13,9.323,1,Surface,9:27,9:42,41.74228333,-83.13601667,3.09,partly cloudy,4,23.9719,248.4675556,3.032422222,49.90905556,nd,1878.777778,0.82,1.25,0.1,2.68926892,6.13,23913,259
7/8/2024,WE13,,8,Bottom,,,,,,,,23.43435833,245.4230833,2.08085,59.44238333,nd,40.19116667,ns,1.45,0.11,2.20335988,6.68,ns,ns
7/8/2024,WE16,6.327,1,Surface,10:01,10:15,41.65915,-83.14401667,3.09,partly cloudy,3.5,24.19736364,293.0343636,3.706818182,44.36612727,nd,2803.7,1.84,0.26,bdl,1.44151388,4.88,12009,bdl
7/17/2024,WE2,5.614,1,Surface,12:21,12:40,41.76181667,-83.3306,1.03,partly cloudy,1.25,25.983605,307.5413,2.567195,53.583045,nd,1239.8715,2.57,0.16,0.13,2.19647592,13.23,19970,bdl
7/17/2024,WE2,,6,Bottom,,,,,,,,25.4437375,327.81775,2.13115,58.696925,nd,63.7375625,ns,0.1,0.18,1.16103432,7.62,ns,ns
7/17/2024,WE2,,0,Scum,,,,,,,,ns,ns,ns,ns,ns,ns,ns,26.48,0.2,105.8070528,259.56,ns,ns
7/17/2024,WE4,8.999,1,Surface,8:54,9:10,41.82705,-83.19571667,4.6,cloudy,2,24.74349,258.5228,4.10892,43.43145,nd,684.649,3.59,1.28,0.11,3.91764672,18.41,11140,bdl
7/17/2024,WE6,3.385,1,Surface,11:27,11:40,41.70613333,-83.38478333,0,cloudy,2,26.11409934,433.5190464,2.630221854,52.14122252,nd,749.9492715,9.91,0.29,0.2,1.22869872,11.63,29613,bdl
7/17/2024,WE8,5.521,1,Surface,8:08,8:28,41.83408333,-83.35881667,4.1,cloudy,2.5,25.22191385,322.0569077,2.046777692,60.26951615,nd,179.8571538,2.4,0.4,0.14,1.2147048,8.82,43686,bdl
7/17/2024,WE8,,4,Bottom,,,,,,,,25.43219231,323.2157692,2.009323077,60.51216154,nd,12.17753846,ns,0.36,0.19,1.53381906,8,ns,ns
7/17/2024,WE9,2.901,1,Surface,11:48,12:03,41.7182,-83.4232,0.5,cloudy,0.75,26.66489091,519.4738182,8.702954545,11.71667273,nd,1811.756364,24.03,bdl,0.17,0.3987996,19.92,13705,bdl
7/17/2024,WE12,7.097,1,Surface,10:38,10:51,41.70388333,-83.25541667,2.1,partly cloudy,2,25.27231339,280.1786693,3.977077165,38.55464724,nd,1331.31126,6.89,bdl,0.16,1.35037712,14.66,18797,bdl
7/17/2024,WE12,,6,Bottom,,,,,,,,25.148775,282.3190833,3.665125,40.000425,nd,14.2675,ns,bdl,bdl,1.12789368,13.26,ns,ns
7/17/2024,WE13,9.731,1,Surface,9:28,9:43,41.74383333,-83.13691667,3.6,partly cloudy,2,24.82681818,251.3753636,3.040354545,47.16202727,nd,1368.070909,22.77,0.21,bdl,0.6194886,14.08,18054,bdl
7/17/2024,WE13,,8,Bottom,,,,,,,,24.55648,254.7049333,3.108993333,46.01272667,nd,4.24898,ns,0.55,bdl,1.59930256,13.04,ns,ns
7/17/2024,WE16,,1,Surface,10:01,10:15,41.65845,-83.14631667,2.1,partly cloudy,2,25.10203107,265.1435146,3.013153398,48.3502301,nd,591.1857282,7.3,0.28,bdl,0.52999712,9.04,1888,bdl
7/22/2024,WE2,5.7,1,Surface,13:20,13:40,41.76156667,-83.33163333,1.03,"cloudy, haze",2,25.46362174,297.5038261,3.08178587,46.95459239,nd,519.2109783,4.05,0.95,0.26,6.7348452,17.27,105864,1401
7/22/2024,WE2,,6,Bottom,,,,,,,,25.21463913,300.0002174,2.34426087,55.67185652,nd,23.45247826,ns,0.88,0.34,4.49132964,13.42,ns,ns
7/22/2024,WE4,8.968,1,Surface,9:43,10:00,41.82715,-83.19315,3.09,"partly cloudy, haze",2.5,25.19545385,265.6277692,3.983069231,43.28691538,nd,898.8,1.14,1.04,0.18,1.7945982,13.85,84022,1316
7/22/2024,WE6,3.347,1,Surface,12:25,12:40,41.70678333,-83.3838,2.058,"partly cloudy, haze",1.5,26.29407273,477.0723636,6.496054545,23.76954545,nd,1911.253636,4.44,2.48,0.39,28.89460398,46.43,276452,2387
7/22/2024,WE6,,0,Scum,,,,,,,,ns,ns,ns,ns,ns,ns,ns,29.52,0.48,39.27456024,276.22,ns,ns
7/22/2024,WE8,5.37,1,Surface,8:59,9:20,41.83391667,-83.35885,2.57,"partly cloudy, haze",1.5,26.02449,343.4299,4.99711,32.52657,nd,1850.422,4.46,3.48,0.32,7.89306582,29.32,180549,7095
7/22/2024,WE8,,4,Bottom,,,,,,,,26.03359167,343.5705833,3.213125,44.787275,nd,12.39355833,ns,2.27,0.32,8.74298628,26.02,ns,ns
7/22/2024,WE9,3.189,1,Surface,12:48,13:02,41.71748333,-83.42403333,2.058,"partly cloudy, haze",0.75,26.09373152,499.1224358,7.820892607,14.86619689,nd,877.4184436,6.56,bdl,0.42,11.682279,58.13,980542,519
7/22/2024,WE12,7,1,Surface,11:32,11:50,41.70321667,-83.25393333,4.12,"partly cloudy, haze",1.75,25.49715,310.289,5.31947,32.77702,nd,539.63,1.8,0.43,0.22,4.89088182,15.39,39729,467
7/22/2024,WE12,,6,Bottom,,,,,,,,24.76549,312.785,3.35216,43.38138,nd,10.61859,ns,0.44,0.21,3.66954957,11.84,ns,ns
7/22/2024,WE13,9.411,1,Surface,10:21,10:38,41.74285,-83.136,3.09,"partly cloudy, haze",2.5,25.27525942,250.1510362,2.644019565,53.54784855,nd,541.9489855,3.03,1.53,0.24,5.89973904,12.74,90671,1055
7/22/2024,WE13,,8,Bottom,,,,,,,,24.43106667,260.3288333,2.603,52.174425,nd,8.439875,ns,0.34,0.24,10.26380808,14.8,ns,ns
7/22/2024,WE16,6.333,1,Surface,10:54,11:14,41.65901667,-83.1454,2.57,"partly cloudy, haze",2.25,25.19894407,289.942322,2.835153672,49.85817853,nd,246.3151977,1.38,0.16,0.19,6.58146804,11.85,21337,192
7/29/2024,WE2,5.545,1,Surface,12:35,13:02,41.76166667,-83.33038333,3.09,drizzle,1.5,25.79386014,316.3600743,3.29430473,44.69055473,nd,703.7658784,4.89,1.396909598,0.329150358,7.80671574,23.87,96275,516
7/29/2024,WE2,,5,Bottom,,,,,,,,25.770875,325.5053,3.835145,38.3376,nd,20.27665,ns,0.926307203,bdl,6.15795534,25.12,ns,ns
7/29/2024,WE4,8.843,1,Surface,9:12,9:30,41.8255,-83.19523333,4.12,partly cloudy,3,25.19372035,249.104292,2.494062832,54.98936283,nd,610.9668142,1.66,1.044853599,bdl,1.82116676,11.49,33367,454
7/29/2024,WE6,3.205,1,Surface,11:37,11:55,41.70621667,-83.38406667,4.12,drizzle,1.5,26.12986471,438.4320588,3.246060784,44.60180588,nd,636.3471895,4.63,2.031132026,bdl,6.38494974,23.43,138390,373
7/29/2024,WE8,5.039,1,Surface,8:30,8:49,41.83466667,-83.36045,5.14,partly cloudy,1.5,25.97876667,316.496,4.9496,29.84419167,nd,2264.835,6.15,2.370312571,bdl,8.13723848,28.64,103131,1868
7/29/2024,WE8,,4,Bottom,,,,,,,,25.96808889,315.1226667,3.800244444,38.67221667,nd,21.01561111,ns,2.12,0.158932262,4.95494604,28.95,ns,ns
7/29/2024,WE9,2.722,1,Surface,12:07,12:21,41.71841667,-83.42375,2.57,drizzle,1,26.59665906,494.9607987,6.707339597,18.72241409,nd,406.7661745,8.93,0.49,0.272029654,10.81421526,44.92,485858,807
7/29/2024,WE12,6.838,1,Surface,10:51,11:05,41.70201667,-83.2552,3.6,drizzle,1.5,25.5922,292.2030909,4.946209091,32.76611818,nd,775.8772727,5.87,0.429349098,bdl,9.43331684,21.89,71276,478
7/29/2024,WE12,,6,Bottom,,,,,,,,25.59274167,293.53825,3.430875,42.41308333,nd,5.767991667,ns,0.722587004,0.254083877,8.60161424,19.17,ns,ns
7/29/2024,WE13,9.262,1,Surface,9:47,10:04,41.74305,-83.13661667,3.6,cloudy,2.5,25.39951134,268.3314124,2.983270103,48.42352371,nd,691.4107216,2.44,0.815281037,bdl,7.06014056,17.14,61436,229
7/29/2024,WE13,,8,Bottom,,,,,,,,25.1505625,272.277125,2.71175,50.77123125,nd,4.93889375,ns,0.224163346,bdl,4.62956932,15.27,ns,ns
7/29/2024,WE16,6.214,1,Surface,10:19,10:34,41.65898333,-83.14555,4.63,cloudy,2.5,25.59277273,274.0074545,3.799054545,42.99380909,nd,572.4172727,1.92,0.165038103,0.098356341,1.37794008,11.68,43259,294
8/5/2024,WE2,5.156,1,Surface,12:16,12:35,41.76208333,-83.332,8.23,thunderstorm,1,26.496522,311.2148467,3.725204,39.53718267,7.300527333,33.10875333,10.68,2.34,0.12,12.24469356,32.69,ns,ns
8/5/2024,WE2,,5,Bottom,,,,,,,,26.78566667,314.4276667,3.622516667,40.42976667,8.724383333,1.169533333,ns,1.71,0.16,5.49684432,33.3,ns,ns
8/5/2024,WE4,8.485,1,Surface,9:02,9:21,41.82625,-83.19551667,5.66,partly cloudy,2.5,26.11264894,229.4981135,1.597324113,67.10812411,7.242717021,206.5669504,0.7,bdl,bdl,0.70737096,7.63,ns,ns
8/5/2024,WE6,2.82,1,Surface,11:29,11:39,41.70593333,-83.38618333,7.72,cloudy,0.75,27.21338333,375.6246515,5.131975758,27.74720606,7.469800758,120.4078333,20.91,2.76,0.3,15.39937332,58.14,ns,ns
8/5/2024,WE8,4.767,1,Surface,8:15,8:37,41.83431667,-83.36111667,6.17,partly cloudy,1,27.46887212,294.3053273,4.008375152,36.71219879,7.792089091,88.46433333,5.77,2.11,0.17,8.5337148,33.26,ns,ns
8/5/2024,WE8,,4,Bottom,,,,,,,,27.44163,295.1132,3.85472,38.15423,8.75334,3.5918,ns,2.46,0.15,8.9385486,35.24,ns,ns
8/5/2024,WE9,2.331,1,Surface,11:48,11:58,41.71761667,-83.42455,6.69,cloudy,0.75,27.54165066,476.6565987,6.941009868,17.64214737,6.691132895,83.09823684,10.14,2.67,0.31,35.75743524,67.43,ns,ns
8/5/2024,WE12,6.453,1,Surface,10:45,10:57,41.70216667,-83.25326667,5.66,cloudy,1,26.59118609,335.2036689,4.115045033,35.75786556,7.407350331,248.7657616,2.98,2.99,0.25,13.83612228,35.83,ns,ns
8/5/2024,WE12,,6,Bottom,,,,,,,,26.66150909,334.4116364,3.884672727,37.8653,8.406654545,1.785063636,ns,2.54,0.16,8.5229346,35.2,ns,ns
8/5/2024,WE13,8.763,1,Surface,9:40,9:57,41.7427,-83.13731667,5.14,partly cloudy,1.5,26.23884579,264.8870579,2.462677368,54.03048632,7.592965789,304.758,2.33,0.49,bdl,4.37836128,17.85,ns,ns
8/5/2024,WE13,,8,Bottom,,,,,,,,26.19406667,263.2505,2.46865,53.94858333,8.147966667,3.8018,ns,0.15,bdl,6.26848968,16.63,ns,ns
