,station_name,timestamp,lat,lon,particulate_microcystin,dissolved_microcystin,extracted_phycocyanin,extracted_chla,turbidity,tss,vss,cdom,date
218,WE6,2014-08-18 10:17:00,41.7108,-83.3804,4.14,,25.56,50.7,47.5,54.6,15.3,1.65,8/18/2014
219,WE8,2014-08-18 13:18:00,41.8341,-83.3636,2.54,,11.37,36.01,16.9,18.27,7.53,0.76,8/18/2014
220,WE12,2014-08-18 11:02:00,41.7041,-83.2598,3.39,,15.78,33.35,31.6,27.6,7.65,0.2,8/18/2014
221,WE13,2014-08-18 11:51:00,41.7428,-83.1393,0.21,,0.68,5.95,2.01,2.71,1.23,0.39,8/18/2014
222,WE2,2014-08-25 09:50:00,41.7667,-83.3341,2.7,,18.81,27.1,22.4,19.8,6.57,1.1,8/25/2014
223,WE4,2014-08-25 12:19:00,41.8275,-83.194,0.1,,1.37,3.56,1.01,1.75,0.59,0.32,8/25/2014
224,WE6,2014-08-25 10:23:00,41.7143,-83.3806,3.6,,15.24,32.5,32.5,36.4,9.25,1.47,8/25/2014
225,WE8,2014-08-25 13:02:00,41.8326,-83.3586,1.4,,22.12,22.85,14.8,15.73,6.7,0.88,8/25/2014
226,WE12,2014-08-25 11:05:00,41.705,-83.2563,3.1,,45.72,38.28,31.6,27.7,8.15,1.34,8/25/2014
227,WE13,2014-08-25 11:45:00,41.7428,-83.1409,1.8,,16.76,11.01,3.11,4.82,2.65,0.32,8/25/2014
228,WE2,2014-09-02 10:16:00,41.7642,-83.3281,0.6,0.01,7.11,36.74,19.3,21.67,6.9,0.89,9/2/2014
229,WE4,2014-09-02 12:31:00,41.8278,-83.2045,0.2,0.01,7.53,28.42,6.72,7.68,4.08,0.4,9/2/2014
230,WE6,2014-09-02 10:49:00,41.7068,-83.3846,6.6,0.17,84.32,101.44,37.2,45.1,19.8,1.66,9/2/2014
231,WE8,2014-09-02 13:19:00,41.8341,-83.3613,3.5,0.01,57.82,66.88,30.0,29.93,11.2,1.18,9/2/2014
232,WE12,2014-09-02 11:22:00,41.7026,-83.257,0.3,0.01,6.25,23.62,11.1,14.04,4.98,0.67,9/2/2014
233,WE13,2014-09-02 11:54:00,41.7403,-83.1413,0.01,0.01,23.76,18.69,4.36,5.39,2.49,0.29,9/2/2014
234,WE2,2014-09-08 09:51:00,41.7652,-83.3326,0.6,0.48,3.24,20.77,9.23,10.78,3.74,0.68,9/8/2014
235,WE4,2014-09-08 12:29:00,41.8264,-83.1938,0.8,0.25,15.81,26.24,6.55,8.52,4.0,0.45,9/8/2014
236,WE6,2014-09-08 10:28:00,41.7108,-83.3813,2.1,1.94,15.32,53.38,26.2,29.8,13.05,1.46,9/8/2014
237,WE8,2014-09-08 13:13:00,41.8334,-83.3636,3.5,0.91,31.94,41.82,17.6,20.6,9.9,1.23,9/8/2014
238,WE12,2014-09-08 11:08:00,41.7044,-83.2554,0.4,0.31,4.44,23.2,9.46,12.47,5.47,0.66,9/8/2014
239,WE13,2014-09-08 11:49:00,41.7418,-83.1365,1.4,0.09,9.21,13.09,4.97,6.43,3.19,0.28,9/8/2014
240,WE2,2014-09-15 09:51:00,41.7636,-83.331,0.7,0.87,9.1,13.72,10.2,11.46,2.58,0.79,9/15/2014
241,WE4,2014-09-15 12:14:00,41.8266,-83.1939,0.1,0.1,0.91,3.94,2.22,2.83,0.93,0.24,9/15/2014
242,WE6,2014-09-15 10:17:00,41.711,-83.3813,0.4,0.42,1.38,12.06,5.47,4.74,2.3,2.84,9/15/2014
243,WE8,2014-09-15 13:00:00,41.8342,-83.3627,1.4,1.23,13.5,19.37,12.2,11.56,4.62,3.23,9/15/2014
244,WE12,2014-09-15 11:16:00,41.7038,-83.2608,1.3,1.04,4.78,18.49,15.0,15.24,5.72,1.46,9/15/2014
245,WE13,2014-09-15 11:49:00,41.7406,-83.1408,0.6,0.2,8.92,11.96,5.2,6.35,2.27,0.47,9/15/2014
246,WE2,2014-09-23 10:03:00,41.7638,-83.3321,1.35,1.4,30.84,12.64,9.42,14.91,3.58,0.71,9/23/2014
247,WE4,2014-09-23 12:58:00,41.8269,-83.1948,0.3,0.1,0.49,2.62,1.87,2.41,1.25,0.2,9/23/2014
248,WE6,2014-09-23 10:55:00,41.7105,-83.3819,3.7,1.3,17.46,12.88,6.59,4.51,2.69,1.21,9/23/2014
249,WE8,2014-09-23 13:48:00,41.8349,-83.3627,6.0,1.9,112.53,52.59,30.7,20.9,11.15,1.11,9/23/2014
250,WE12,2014-09-23 11:34:00,41.7033,-83.2583,0.9,0.9,17.55,16.97,11.0,8.23,3.03,0.66,9/23/2014
251,WE13,2014-09-23 12:18:00,41.7397,-83.1444,0.1,0.1,0.97,5.07,3.12,3.47,1.0,0.22,9/23/2014
252,WE2,2014-09-29 10:05:00,41.7647,-83.3351,4.2,0.6,205.5,66.63,22.1,18.76,13.66,1.24,9/29/2014
253,WE4,2014-09-29 12:17:00,41.8268,-83.1947,0.2,0.01,3.65,9.21,4.34,2.38,1.57,0.36,9/29/2014
254,WE6,2014-09-29 10:30:00,41.7098,-83.3827,1.7,1.0,22.51,45.89,17.7,18.37,9.77,1.61,9/29/2014
255,WE8,2014-09-29 12:53:00,41.8363,-83.3605,7.0,0.7,86.38,109.66,48.3,29.45,23.6,0.99,9/29/2014
256,WE12,2014-09-29 11:10:00,41.7031,-83.2591,0.6,0.5,21.87,22.25,31.9,11.42,6.13,0.78,9/29/2014
257,WE13,2014-09-29 11:48:00,41.7376,-83.1418,0.2,0.1,110.03,94.45,12.6,21.08,19.36,0.41,9/29/2014
258,WE2,2014-10-06 10:21:00,41.7633,-83.3324,0.01,0.3,6.24,8.06,9.88,7.6,3.0,0.55,10/6/2014
259,WE4,2014-10-06 12:37:00,41.8261,-83.1954,0.1,0.01,0.36,1.18,4.87,6.08,0.69,0.18,10/6/2014
260,WE6,2014-10-06 10:53:00,41.7108,-83.3806,2.5,0.5,30.92,91.22,26.8,25.5,10.65,2.5,10/6/2014
261,WE8,2014-10-06 13:17:00,41.8341,-83.3611,0.2,0.6,9.54,18.5,22.8,21.34,5.06,0.88,10/6/2014
262,WE12,2014-10-06 11:22:00,41.704,-83.2574,0.01,0.2,0.5,3.97,11.5,13.26,1.96,0.51,10/6/2014
263,WE13,2014-10-06 12:04:00,41.7429,-83.1443,0.5,0.2,6.75,4.94,5.42,4.47,0.87,0.35,10/6/2014
264,WE2,2014-10-15 10:09:00,41.7625,-83.3325,0.45,0.3,0.94,6.85,10.3,11.9,2.18,0.69,10/15/2014
265,WE4,2014-10-15 12:13:00,41.8268,-83.194,0.54,0.2,2.71,4.15,5.16,6.19,1.32,0.56,10/15/2014
266,WE6,2014-10-15 10:40:00,41.7117,-83.3809,0.62,0.3,15.11,26.3,15.8,16.19,5.19,1.94,10/15/2014
267,WE8,2014-10-15 12:48:00,41.8339,-83.3527,4.89,0.4,673.18,466.5,112.0,90.9,73.1,1.16,10/15/2014
268,WE12,2014-10-15 11:11:00,41.704,-83.2616,0.3,0.1,0.39,4.11,11.1,12.64,2.12,0.98,10/15/2014
269,WE13,2014-10-15 11:43:00,41.741,-83.1441,0.24,0.1,1.47,1.64,2.29,3.43,0.92,0.18,10/15/2014
270,WE2,2014-10-20 10:11:00,41.7638,-83.3309,0.01,0.46,2.12,7.23,6.58,7.75,2.33,,10/20/2014
271,WE4,2014-10-20 12:11:00,41.8263,-83.1959,0.01,0.15,0.23,1.39,2.83,3.67,0.36,,10/20/2014
272,WE6,2014-10-20 10:45:00,41.7114,-83.3788,0.01,0.7,9.45,19.37,14.7,11.07,4.57,,10/20/2014
273,WE8,2014-10-20 12:49:00,41.8337,-83.3603,0.12,0.8,1.04,2.07,19.3,20.1,5.13,,10/20/2014
274,WE12,2014-10-20 11:14:00,41.7045,-83.2611,0.01,0.38,0.54,5.0,9.13,9.7,1.4,,10/20/2014
275,WE13,2014-10-20 11:43:00,41.7422,-83.1373,0.01,0.26,1.01,2.14,2.3,3.11,0.69,,10/20/2014
276,WE2,2014-10-27 10:15:00,41.7628,-83.3301,0.01,0.28,0.12,3.26,5.99,8.45,1.45,0.59,10/27/2014
277,WE4,2014-10-27 12:43:00,41.8259,-83.1946,0.01,0.01,0.0036,1.14,0.76,0.82,0.22,0.2,10/27/2014
278,WE6,2014-10-27 10:55:00,41.71,-83.3784,0.01,0.35,0.78,10.35,6.27,7.85,1.96,1.44,10/27/2014
279,WE8,2014-10-27 13:21:00,41.8363,-83.3556,0.01,0.38,0.1,2.16,2.38,3.01,0.81,0.75,10/27/2014
280,WE12,2014-10-27 11:30:00,41.7038,-83.2607,0.01,0.19,0.17,4.91,6.17,6.9,1.19,0.44,10/27/2014
281,WE13,2014-10-27 12:00:00,41.7411,-83.1346,0.01,0.01,0.0036,2.68,1.83,2.19,0.59,0.16,10/27/2014
282,WE2,2014-11-03 10:56:00,41.7627,-83.3308,0.01,0.14,0.06,2.97,36.2,36.6,4.2,0.51,11/3/2014
283,WE6,2014-11-03 11:38:00,41.7142,-83.3748,0.01,0.23,0.04,7.6,73.4,75.4,6.0,1.01,11/3/2014
284,WE8,2014-11-03 13:12:00,41.8356,-83.3592,0.01,0.18,0.06,3.65,16.1,19.02,2.36,0.54,11/3/2014
285,WE12,2014-11-03 12:15:00,41.7032,-83.2593,0.01,0.16,0.19,7.35,105.0,100.2,7.5,0.57,11/3/2014
286,WE2,2015-06-08 09:55:00,41.7635,-83.3309,0.01,0.01,0.07,3.13,17.9,17.18,1.68,1.04,6/8/2015
287,WE2,2015-06-08 00:00:00,41.762,-83.33,0.01,0.01,0.08,3.22,,,,,6/8/2015
288,WE4,2015-06-08 13:17:00,41.8271,-83.1945,0.01,0.01,0.006,4.98,3.01,3.99,0.69,0.49,6/8/2015
289,WE6,2015-06-08 10:50:00,41.7086,-83.3832,0.01,0.01,0.006,1.93,5.81,4.94,0.67,2.22,6/8/2015
290,WE6,2015-06-08 00:00:00,41.705,-83.385,0.01,0.01,0.006,1.96,,,,,6/8/2015
291,WE8,2015-06-08 14:11:00,41.8344,-83.3624,0.01,0.01,0.06,2.75,5.76,6.78,0.82,1.34,6/8/2015
292,WE8,2015-06-08 00:00:00,41.834,-83.364,0.01,0.01,0.29,2.84,,,,,6/8/2015
293,WE12,2015-06-08 11:41:00,41.7026,-83.2538,0.01,0.01,0.21,4.16,40.7,39.8,3.04,0.79,6/8/2015
294,WE13,2015-06-08 12:29:00,41.7402,-83.1404,0.01,0.01,0.08,12.76,6.66,9.16,1.11,0.28,6/8/2015
295,WE13,2015-06-08 00:00:00,41.741,-83.136,0.01,0.01,0.08,12.02,,,,,6/8/2015
296,WE13,2015-06-08 00:00:00,41.741,-83.136,0.01,0.01,0.62,10.54,,,,,6/8/2015
297,WE2,2015-06-18 09:00:00,41.7636,-83.332,0.01,0.01,1.82,3.72,137.0,123.25,9.23,6.95,6/18/2015
298,WE2,2015-06-18 00:00:00,41.762,-83.33,0.01,0.01,1.03,3.79,,,,,6/18/2015
299,WE4,2015-06-18 11:36:00,41.8269,-83.1931,0.01,0.01,3.2,28.32,1.92,4.62,1.82,0.74,6/18/2015
300,WE6,2015-06-18 09:40:00,41.7164,-83.3825,0.01,0.01,0.83,2.08,51.7,40.0,3.13,6.69,6/18/2015
301,WE6,2015-06-18 00:00:00,41.705,-83.385,0.01,0.01,0.29,1.99,,,,,6/18/2015
302,WE8,2015-06-18 12:23:00,41.8342,-83.3521,0.01,0.11,0.39,3.66,5.05,5.04,0.51,2.36,6/18/2015
303,WE8,2015-06-18 00:00:00,41.834,-83.364,0.01,0.01,0.21,3.61,,,,,6/18/2015
304,WE12,2015-06-18 10:17:00,41.704,-83.2564,0.01,0.01,0.21,6.22,6.71,8.14,0.84,2.8,6/18/2015
305,WE12,2015-06-18 00:00:00,41.703,-83.254,0.01,0.01,0.28,5.26,,,,,6/18/2015
306,WE13,2015-06-18 10:53:00,41.7431,-83.1389,0.01,0.01,0.53,6.48,1.44,2.22,0.63,0.39,6/18/2015
307,WE13,2015-06-18 00:00:00,41.741,-83.136,0.01,0.01,0.99,7.21,,,,,6/18/2015
308,WE13,2015-06-18 00:00:00,41.741,-83.136,0.01,0.01,0.84,5.86,,,,,6/18/2015
309,WE2,2015-06-22 09:10:00,41.7652,-83.3288,0.01,0.01,0.22,3.84,35.2,25.53,1.74,11.9,6/22/2015
310,WE2,2015-06-22 00:00:00,41.762,-83.33,0.01,0.01,0.43,2.83,,,,,6/22/2015
311,WE4,2015-06-22 12:07:00,41.827,-83.1928,0.01,0.01,0.39,1.01,1.63,2.7,1.04,0.74,6/22/2015
312,WE6,2015-06-22 09:56:00,41.7101,-83.3809,0.01,0.01,0.16,1.63,21.0,11.97,0.81,12.51,6/22/2015
313,WE6,2015-06-22 00:00:00,41.705,-83.385,0.01,0.01,0.17,1.6,,,,,6/22/2015
314,WE8,2015-06-22 12:58:00,41.8359,-83.352,0.14,0.1,1.82,9.17,3.51,3.46,0.99,4.88,6/22/2015
315,WE8,2015-06-22 00:00:00,41.834,-83.364,0.57,0.01,1.46,12.84,,,,,6/22/2015
316,WE12,2015-06-22 10:43:00,41.7028,-83.2592,0.01,0.01,0.32,6.28,15.4,12.97,1.2,6.2,6/22/2015
317,WE12,2015-06-22 00:00:00,41.703,-83.254,0.01,0.01,0.19,4.46,,,,,6/22/2015
318,WE13,2015-06-22 11:26:00,41.742,-83.1382,0.01,0.01,3.68,22.6,2.49,4.67,1.78,1.67,6/22/2015
319,WE13,2015-06-22 00:00:00,41.741,-83.136,0.01,0.01,3.54,24.2,,,,,6/22/2015
320,WE13,2015-06-22 00:00:00,41.741,-83.136,0.01,0.01,0.89,20.4,,,,,6/22/2015
321,WE2,2015-06-29 09:14:00,41.7646,-83.3284,0.01,0.01,0.86,16.9,28.6,28.07,1.07,2.81,6/29/2015
322,WE2,2015-06-29 00:00:00,41.762,-83.33,0.01,0.01,2.94,12.68,,,,,6/29/2015
323,WE4,2015-06-29 11:54:00,41.8268,-83.1957,0.01,0.01,0.57,4.48,23.1,24.23,0.51,0.62,6/29/2015
324,WE6,2015-06-29 09:53:00,41.7061,-83.3848,0.01,0.01,1.09,9.56,35.8,30.6,0.75,10.49,6/29/2015
325,WE6,2015-06-29 00:00:00,41.705,-83.385,0.01,0.01,0.88,9.66,,,,,6/29/2015
326,WE8,2015-06-29 12:42:00,41.8343,-83.3626,0.01,0.01,0.96,15.02,11.9,12.6,0.07,2.08,6/29/2015
327,WE8,2015-06-29 00:00:00,41.834,-83.364,0.01,0.01,1.14,15.96,,,,,6/29/2015
328,WE12,2015-06-29 10:32:00,41.7036,-83.2562,0.01,0.01,4.81,21.23,104.0,95.67,4.28,7.13,6/29/2015
329,WE12,2015-06-29 00:00:00,41.703,-83.254,0.01,0.01,4.11,20.92,,,,,6/29/2015
330,WE13,2015-06-29 11:15:00,41.7417,-83.1356,0.01,0.01,2.62,20.62,90.3,88.45,4.06,3.23,6/29/2015
331,WE13,2015-06-29 00:00:00,41.741,-83.136,0.01,0.01,2.96,19.31,,,,,6/29/2015
332,WE13,2015-06-29 00:00:00,41.741,-83.136,0.01,0.01,2.01,18.25,,,,,6/29/2015
333,WE2,2015-07-06 09:22:00,41.7657,-83.3335,0.01,0.01,7.6,46.77,13.6,15.62,2.78,7.49,7/6/2015
334,WE2,2015-07-06 00:00:00,41.762,-83.33,0.01,0.01,1.87,26.42,,,,,7/6/2015
335,WE4,2015-07-06 12:34:00,41.8262,-83.1932,0.01,0.01,0.07,7.99,1.11,2.67,0.79,,7/6/2015
336,WE6,2015-07-06 10:13:00,41.7006,-83.379,0.01,0.01,3.97,32.05,10.7,10.0,2.21,9.19,7/6/2015
337,WE6,2015-07-06 00:00:00,41.705,-83.385,0.01,0.01,0.53,22.81,,,,,7/6/2015
338,WE8,2015-07-06 13:30:00,41.8353,-83.3611,0.01,0.01,8.7,36.48,15.0,22.39,5.57,4.81,7/6/2015
339,WE8,2015-07-06 00:00:00,41.834,-83.364,0.01,0.01,1.0,19.13,,,,,7/6/2015
340,WE12,2015-07-06 10:56:00,41.7059,-83.2632,6.62,0.01,21.38,58.11,15.2,14.51,4.79,6.59,7/6/2015
341,WE12,2015-07-06 00:00:00,41.703,-83.254,0.39,0.01,0.036,7.73,,,,,7/6/2015
342,WE12,2015-07-06 00:00:00,41.703,-83.254,24.99,0.41,80.32,142.98,,,,,7/6/2015
343,WE13,2015-07-06 11:45:00,41.7417,-83.1418,0.01,0.01,1.54,38.35,18.4,16.37,3.61,6.42,7/6/2015
344,WE13,2015-07-06 00:00:00,41.741,-83.136,0.01,0.01,0.036,15.36,,,,,7/6/2015
345,WE13,2015-07-06 00:00:00,41.741,-83.136,0.01,0.01,0.036,6.5,,,,,7/6/2015
346,WE13,2015-07-06 00:00:00,41.741,-83.136,57.07,0.46,1128.02,440.58,,,,,7/6/2015
347,WE2,2015-07-13 09:44:00,41.7659,-83.3285,0.01,0.01,0.57,5.93,8.9,7.2,0.35,4.8,7/13/2015
348,WE2,2015-07-13 00:00:00,41.762,-83.33,0.01,0.01,0.34,3.18,,,,,7/13/2015
349,WE4,2015-07-14 10:38:00,41.8265,-83.1918,0.51,0.01,0.99,5.03,1.53,2.2,0.89,0.55,7/14/2015
350,WE6,2015-07-13 10:29:00,41.7124,-83.3756,0.01,0.01,1.53,26.0,11.5,11.0,1.81,5.39,7/13/2015
351,WE6,2015-07-13 00:00:00,41.705,-83.385,0.01,0.01,7.59,25.03,,,,,7/13/2015
352,WE8,2015-07-13 08:28:00,41.8332,-83.3651,1.06,0.1,17.63,16.03,8.23,9.47,4.21,3.96,7/13/2015
353,WE8,2015-07-13 00:00:00,41.834,-83.364,1.12,0.1,2.46,12.3,,,,,7/13/2015
354,WE12,2015-07-14 08:57:00,41.7042,-83.2552,0.01,0.01,1.4,7.25,12.2,10.33,1.16,3.19,7/14/2015
355,WE12,2015-07-14 00:00:00,41.703,-83.254,0.11,0.01,0.73,6.06,,,,,7/14/2015
356,WE13,2015-07-14 09:46:00,41.7417,-83.1392,2.2,0.01,2.53,16.06,5.39,5.36,1.6,1.31,7/14/2015
357,WE13,2015-07-14 00:00:00,41.741,-83.136,0.59,0.01,3.38,18.19,,,,,7/14/2015
358,WE13,2015-07-14 00:00:00,41.741,-83.136,0.55,0.01,1.99,8.71,,,,,7/14/2015
359,WE2,2015-07-20 08:45:00,41.7659,-83.3311,0.01,0.01,0.09,6.59,6.9,4.2,0.54,4.54,7/20/2015
360,WE2,2015-07-20 00:00:00,41.762,-83.33,0.01,0.01,9.5,5.45,,,,,7/20/2015
361,WE4,2015-07-20 12:53:00,41.8261,-83.1946,8.46,0.15,155.16,119.72,15.6,26.1,19.82,0.71,7/20/2015
362,WE4,2015-07-20 00:00:00,41.827,-83.193,54.33,0.2,827.7,508.86,,,,,7/20/2015
363,WE6,2015-07-20 09:25:00,41.7101,-83.3803,0.01,0.01,0.045,2.88,11.2,7.43,0.41,5.33,7/20/2015
364,WE6,2015-07-20 00:00:00,41.705,-83.385,0.01,0.01,5.49,2.56,,,,,7/20/2015
365,WE8,2015-07-20 13:42:00,41.8355,-83.3623,0.15,0.01,0.08,23.63,6.79,6.9,1.51,4.74,7/20/2015
366,WE8,2015-07-20 00:00:00,41.834,-83.364,0.01,0.01,3.36,11.98,,,,,7/20/2015
367,WE12,2015-07-20 10:19:00,41.7047,-83.2572,0.19,0.01,1.61,66.59,10.3,11.67,3.01,3.44,7/20/2015
368,WE12,2015-07-20 00:00:00,41.703,-83.254,0.01,0.01,0.79,16.43,,,,,7/20/2015
369,WE13,2015-07-20 12:10:00,41.746,-83.1328,6.58,0.01,84.49,113.32,35.9,10.37,8.57,0.48,7/20/2015
370,WE13,2015-07-20 00:00:00,41.741,-83.136,2.92,0.01,5.77,22.84,,,,,7/20/2015
371,WE13,2015-07-20 00:00:00,41.741,-83.136,0.1,0.01,0.18,2.35,,,,,7/20/2015
372,WE13,2015-07-20 00:00:00,41.741,-83.136,27.98,0.11,554.19,630.96,,,,,7/20/2015
373,WE14,2015-07-20 11:24:00,41.7205,-83.0163,0.25,0.01,3.98,6.07,1.36,2.83,0.74,0.3,7/20/2015
374,WE2,2015-07-27 08:38:00,41.7648,-83.3314,0.01,0.12,0.09,10.02,7.04,4.53,0.95,3.85,7/27/2015
375,WE2,2015-07-27 00:00:00,41.762,-83.33,0.11,0.17,0.06,5.22,,,,,7/27/2015
376,WE4,2015-07-27 13:20:00,41.8259,-83.1944,0.44,0.15,0.39,4.65,1.37,2.05,0.7,0.18,7/27/2015
377,WE6,2015-07-27 09:18:00,41.7123,-83.3781,0.01,0.17,0.15,4.3,8.66,6.53,0.74,4.42,7/27/2015
378,WE8,2015-07-27 14:10:00,41.8336,-83.3637,2.87,0.22,44.0,67.44,6.88,11.8,6.35,3.52,7/27/2015
379,WE8,2015-07-27 00:00:00,41.834,-83.364,0.46,0.22,10.05,30.14,,,,,7/27/2015
380,WE12,2015-07-27 09:58:00,41.7036,-83.2581,0.77,0.52,7.1,25.42,3.89,6.03,1.84,2.36,7/27/2015
381,WE12,2015-07-27 00:00:00,41.703,-83.254,0.95,0.6,6.24,20.2,,,,,7/27/2015
382,WE13,2015-07-27 12:39:00,41.7441,-83.1381,0.29,0.12,1.72,8.45,1.75,3.17,1.14,0.32,7/27/2015
383,WE13,2015-07-27 00:00:00,41.741,-83.136,0.24,0.12,0.67,7.81,,,,,7/27/2015
384,WE13,2015-07-27 00:00:00,41.741,-83.136,0.01,0.15,0.22,4.85,,,,,7/27/2015
385,WE14,2015-07-27 11:58:00,41.7177,-83.0148,0.66,0.15,2.15,8.68,2.28,3.47,1.61,0.3,7/27/2015
386,WE15,2015-07-27 11:14:00,41.6177,-83.0124,8.79,0.39,63.26,221.33,15.2,21.0,13.22,,7/27/2015
387,WE15,2015-07-27 00:00:00,,,191.48,0.4,90310.71,20718.75,,,,,7/27/2015
388,WE2,2015-08-04 08:42:00,41.7646,-83.3264,1.61,0.2,10.86,64.89,20.2,115.03,107.21,3.19,8/4/2015
389,WE2,2015-08-04 00:00:00,41.762,-83.33,1.45,0.51,10.99,20.3,,,,,8/4/2015
390,WE4,2015-08-04 14:37:00,41.7263,-83.1927,1.39,0.15,14.71,63.27,12.3,11.58,4.29,0.76,8/4/2015
391,WE6,2015-08-04 09:49:00,41.7133,-83.3779,1.65,0.23,36.45,35.53,10.3,9.32,2.05,3.58,8/4/2015
392,WE8,2015-08-04 15:35:00,41.8334,-83.3633,1.47,0.23,43.31,116.68,20.1,17.89,7.35,2.38,8/4/2015
393,WE8,2015-08-04 00:00:00,41.834,-83.364,2.41,0.34,34.05,42.9,,,,,8/4/2015
394,WE12,2015-08-04 10:37:00,41.703,-83.2551,0.45,0.15,6.62,14.15,11.5,13.93,1.29,3.34,8/4/2015
395,WE12,2015-08-04 00:00:00,41.703,-83.254,0.52,0.2,41.83,12.6,,,,,8/4/2015
396,WE13,2015-08-04 13:21:00,41.7433,-83.052,2.13,0.15,28.46,52.11,22.5,13.37,5.34,0.99,8/4/2015
397,WE13,2015-08-04 00:00:00,41.741,-83.136,2.55,0.18,16.67,34.45,,,,,8/4/2015
398,WE13,2015-08-04 00:00:00,41.741,-83.136,2.12,0.12,9.31,13.44,,,,,8/4/2015
399,WE14,2015-08-04 12:33:00,41.7215,-83.0138,0.12,0.11,7.83,15.31,3.25,4.72,1.49,0.34,8/4/2015
400,WE15,2015-08-04 11:47:00,41.6165,-83.0183,0.73,0.22,88.38,127.08,36.4,30.54,9.72,2.24,8/4/2015
401,WE2,2015-08-10 08:37:00,41.7627,-83.2653,9.19,0.15,46.84,187.01,34.1,29.8,15.52,2.71,8/10/2015
402,WE2,2015-08-10 00:00:00,41.762,-83.33,1.3,0.21,65.95,81.34,,,,,8/10/2015
403,WE2,2015-08-10 00:00:00,41.762,-83.33,39.38,0.26,1742.62,1913.6,,,,,8/10/2015
404,WE4,2015-08-10 13:05:00,41.826,-83.1969,2.29,0.28,9.89,86.34,16.8,12.87,8.81,0.33,8/10/2015
405,WE4,2015-08-10 00:00:00,41.827,-83.193,5.89,0.16,100.13,492.8,,,,,8/10/2015
406,WE6,2015-08-10 09:21:00,41.7109,-83.3795,3.1,0.15,241.45,352.64,47.4,37.5,25.92,3.46,8/10/2015
407,WE6,2015-08-10 00:00:00,41.705,-83.385,55.64,0.47,1598.34,1712.64,,,,,8/10/2015
408,WE8,2015-08-10 13:58:00,41.8351,-83.3644,296.87,0.62,8227.92,6784.0,1148.0,430.0,375.2,1.68,8/10/2015
409,WE8,2015-08-10 00:00:00,41.834,-83.364,19.24,0.46,343.87,969.6,,,,,8/10/2015
410,WE8,2015-08-10 00:00:00,41.834,-83.364,,3.4,272716.32,161971.2,,,,,8/10/2015
411,WE12,2015-08-10 10:04:00,41.7037,-83.2553,0.34,0.01,302.41,190.08,19.7,16.13,8.14,3.32,8/10/2015
412,WE12,2015-08-10 00:00:00,41.703,-83.254,0.01,0.15,32.5,98.88,,,,,8/10/2015
413,WE12,2015-08-10 00:00:00,41.703,-83.254,1.85,2.0,427.31,5996.8,,,,,8/10/2015
414,WE13,2015-08-10 12:24:00,41.7451,-83.1355,3.16,0.32,53.75,172.8,32.3,22.8,14.91,1.55,8/10/2015
415,WE13,2015-08-10 00:00:00,41.741,-83.136,1.02,0.28,17.77,56.96,,,,,8/10/2015
416,WE13,2015-08-10 00:00:00,41.741,-83.136,0.61,0.32,4.0,28.42,,,,,8/10/2015
417,WE13,2015-08-10 00:00:00,41.741,-83.136,12.61,0.22,606.31,2889.6,,,,,8/10/2015
418,WE14,2015-08-10 11:42:00,41.7172,-83.016,3.16,0.14,15.61,58.82,14.5,11.6,6.56,0.87,8/10/2015
419,WE14,2015-08-10 00:00:00,,,19.83,0.22,195.82,671.36,,,,,8/10/2015
420,WE15,2015-08-10 11:03:00,41.6165,-83.0107,4.62,0.22,12.05,91.52,19.0,16.31,9.51,1.32,8/10/2015
421,WE2,2015-08-17 08:24:00,41.7647,-83.3328,0.39,0.34,43.9,171.52,26.7,18.15,11.11,2.67,8/17/2015
422,WE2,2015-08-17 00:00:00,41.762,-83.33,1.86,0.37,29.33,144.64,,,,,8/17/2015
423,WE4,2015-08-17 12:26:00,41.8262,-83.1938,1.57,0.18,18.19,41.79,8.45,6.03,3.91,0.22,8/17/2015
424,WE4,2015-08-17 00:00:00,41.827,-83.193,9.89,0.16,94.8,1880.0,,,,,8/17/2015
425,WE6,2015-08-17 09:01:00,41.7098,-83.3816,4.44,0.52,22.62,117.31,15.4,17.33,8.35,3.04,8/17/2015
426,WE8,2015-08-17 13:09:00,41.8332,-83.3623,0.29,0.22,11.73,59.97,14.3,11.76,7.3,1.14,8/17/2015
427,WE8,2015-08-17 00:00:00,41.834,-83.364,0.22,0.28,5.03,50.37,,,,,8/17/2015
428,WE12,2015-08-17 09:37:00,41.7043,-83.2556,0.25,0.12,10.31,100.61,16.1,14.5,8.11,2.58,8/17/2015
429,WE12,2015-08-17 00:00:00,41.703,-83.254,0.01,0.01,6.58,77.44,,,,,8/17/2015
430,WE13,2015-08-17 11:50:00,41.7447,-83.1348,0.31,0.01,3.29,41.66,8.48,7.67,4.64,0.46,8/17/2015
431,WE13,2015-08-17 00:00:00,41.741,-83.136,0.41,0.01,2.63,38.91,,,,,8/17/2015
432,WE13,2015-08-17 00:00:00,41.741,-83.136,0.44,0.01,1.15,25.22,,,,,8/17/2015
433,WE14,2015-08-17 11:12:00,41.7179,-83.0167,1.8,0.01,126.04,41.22,7.85,7.84,4.69,0.64,8/17/2015
434,WE15,2015-08-17 10:34:00,41.6174,-83.0115,0.85,0.01,514.19,115.58,25.9,20.6,12.26,2.13,8/17/2015
