,station_name,timestamp,lat,lon,particulate_microcystin,dissolved_microcystin,extracted_phycocyanin,extracted_chla,turbidity,tss,vss,cdom,date
435,WE2,2015-08-24 08:50:00,41.7653,-83.3319,0.53,0.18,11.41,87.1,17.2,13.48,7.65,1.85,8/24/2015
436,WE2,2015-08-24 00:00:00,41.762,-83.33,0.13,0.2,13.77,91.65,,,,,8/24/2015
437,WE4,2015-08-25 11:14:00,41.827,-83.1945,0.12,0.11,11.86,65.88,13.5,10.72,5.84,0.91,8/25/2015
438,WE6,2015-08-24 09:30:00,41.7105,-83.3814,2.01,0.3,36.12,134.23,19.4,18.63,10.72,2.78,8/24/2015
439,WE8,2015-08-25 12:05:00,41.8335,-83.3639,1.1,0.36,22.77,104.33,15.0,14.47,8.35,2.43,8/25/2015
440,WE8,2015-08-25 00:00:00,41.834,-83.364,0.69,0.3,16.22,96.85,,,,,8/25/2015
441,WE12,2015-08-24 10:07:00,41.7024,-83.2561,1.33,0.15,13.43,81.58,17.8,12.96,7.25,1.65,8/24/2015
442,WE12,2015-08-24 00:00:00,41.703,-83.254,1.36,0.21,16.34,81.58,,,,,8/24/2015
443,WE13,2015-08-25 10:25:00,41.7447,-83.1348,1.01,,9.45,45.14,12.1,10.47,4.91,0.55,8/25/2015
444,WE13,2015-08-25 00:00:00,41.741,-83.136,1.44,0.15,15.24,43.32,,,,,8/25/2015
445,WE13,2015-08-25 00:00:00,41.741,-83.136,,,,,,,,,8/25/2015
446,WE14,2015-08-25 09:33:00,41.7198,-83.0184,1.85,0.26,25.58,52.0,10.7,11.27,5.71,1.19,8/25/2015
447,WE15,2015-08-24 00:00:00,41.6166,-83.0087,2.33,0.3,9.93,78.65,19.5,21.08,7.01,1.06,8/24/2015
448,WE2,2015-08-31 08:36:00,41.7639,-83.3286,0.74,0.14,42.72,68.21,15.5,13.2,7.86,2.14,8/31/2015
449,WE2,2015-08-31 00:00:00,41.762,-83.33,0.32,0.12,20.61,45.38,,,,,8/31/2015
450,WE4,2015-08-31 12:26:00,41.8261,-83.1919,1.1,0.17,96.74,114.55,24.0,20.0,15.02,1.58,8/31/2015
451,WE6,2015-08-31 09:11:00,41.7114,-83.3794,0.24,0.19,13.71,50.96,16.1,15.55,9.96,2.72,8/31/2015
452,WE8,2015-08-31 13:01:00,41.8346,-83.3626,0.11,0.25,46.57,88.48,21.3,23.4,15.48,2.36,8/31/2015
453,WE8,2015-08-31 00:00:00,41.834,-83.364,0.19,0.17,19.01,49.1,,,,,8/31/2015
454,WE12,2015-08-31 09:47:00,41.7045,-83.2575,0.84,0.23,12.07,31.0,16.3,10.73,4.71,2.26,8/31/2015
455,WE12,2015-08-31 00:00:00,41.703,-83.254,0.19,0.14,15.6,32.86,,,,,8/31/2015
456,WE13,2015-08-31 11:50:00,41.7442,-83.1336,1.42,0.13,39.2,46.13,11.7,10.0,6.54,0.96,8/31/2015
457,WE13,2015-08-31 00:00:00,41.741,-83.136,0.1,0.13,39.96,41.91,,,,,8/31/2015
458,WE13,2015-08-31 00:00:00,41.741,-83.136,0.01,0.01,5.69,17.88,,,,,8/31/2015
459,WE13,2015-08-31 00:00:00,41.741,-83.136,4.16,0.15,507.17,303.34,,,,,8/31/2015
460,WE14,2015-08-31 11:18:00,41.7183,-83.017,1.44,0.17,39.04,49.1,11.1,10.33,6.77,0.95,8/31/2015
461,WE15,2015-08-31 10:43:00,41.618,-83.0117,0.55,0.34,33.31,22.25,8.91,8.03,3.38,1.22,8/31/2015
462,WE2,2015-09-08 08:44:00,41.7644,-83.332,0.93,0.23,54.1,56.06,9.31,10.82,4.42,1.81,9/8/2015
463,WE2,2015-09-08 00:00:00,41.762,-83.33,1.0,0.22,36.85,46.98,,,,,9/8/2015
464,WE4,2015-09-08 13:18:00,41.1941,-83.1941,1.17,0.08,41.16,48.64,9.24,9.2,6.34,0.8,9/8/2015
465,WE6,2015-09-08 09:28:00,41.7114,-83.3791,3.65,0.49,90.38,94.25,11.4,11.83,6.61,2.54,9/8/2015
466,WE8,2015-09-08 14:04:00,41.8339,-83.3632,0.85,0.19,37.73,50.3,11.4,12.5,7.91,1.92,9/8/2015
467,WE8,2015-09-08 00:00:00,41.834,-83.364,0.7,0.13,21.05,40.19,,,,,9/8/2015
468,WE12,2015-09-08 10:05:00,41.7034,-83.2549,1.38,0.12,47.35,48.0,11.8,11.3,6.31,1.65,9/8/2015
469,WE12,2015-09-08 00:00:00,41.703,-83.254,0.47,0.12,20.61,32.13,,,,,9/8/2015
470,WE13,2015-09-08 12:36:00,41.7428,-83.135,0.52,0.1,56.39,55.04,12.0,16.0,11.17,1.13,9/8/2015
471,WE13,2015-09-08 00:00:00,41.741,-83.136,0.8,0.1,47.08,55.94,,,,,9/8/2015
472,WE13,2015-09-08 00:00:00,41.741,-83.136,0.58,0.01,13.92,28.8,,,,,9/8/2015
473,WE13,2015-09-08 00:00:00,41.741,-83.136,14.96,0.13,413.24,463.68,,,,,9/8/2015
474,WE14,2015-09-08 11:56:00,41.7179,-83.0163,1.72,0.15,51.05,44.93,9.35,6.04,3.62,0.92,9/8/2015
475,WE15,2015-09-08 11:14:00,41.6174,-83.0132,1.05,0.23,44.68,31.36,6.26,15.7,8.31,1.0,9/8/2015
476,WE2,2015-09-14 08:27:00,41.7647,-83.3283,0.65,0.51,34.1,66.82,12.8,15.2,4.96,1.36,9/14/2015
477,WE2,2015-09-14 00:00:00,41.762,-83.33,1.37,0.21,23.63,70.57,,,,,9/14/2015
478,WE4,2015-09-14 12:46:00,41.8262,-83.1939,0.01,0.01,0.74,6.49,1.67,2.84,0.68,0.27,9/14/2015
479,WE6,2015-09-14 09:12:00,41.7062,-83.3826,3.04,0.41,73.23,72.96,11.7,14.17,7.04,2.11,9/14/2015
480,WE8,2015-09-14 13:30:00,41.8338,-83.3614,1.19,0.69,41.96,71.89,10.1,12.9,6.86,1.62,9/14/2015
481,WE8,2015-09-14 00:00:00,41.834,-83.364,1.41,0.69,45.9,72.56,,,,,9/14/2015
482,WE12,2015-09-14 09:50:00,41.7035,-83.2563,1.1,0.28,43.0,67.33,11.5,15.25,6.16,1.59,9/14/2015
483,WE12,2015-09-14 00:00:00,41.703,-83.254,1.41,,35.59,63.49,,,,,9/14/2015
484,WE13,2015-09-14 12:10:00,41.739,-83.134,0.8,0.15,24.7,53.89,8.23,10.9,2.66,1.03,9/14/2015
485,WE13,2015-09-14 00:00:00,41.741,-83.136,0.68,0.24,21.89,51.46,,,,,9/14/2015
486,WE13,2015-09-14 00:00:00,41.741,-83.136,0.35,0.01,18.94,49.41,,,,,9/14/2015
487,WE14,2015-09-14 11:29:00,41.7194,-83.0166,0.71,0.19,18.32,45.57,6.1,11.55,2.91,0.89,9/14/2015
488,WE15,2015-09-14 10:51:00,41.6168,-83.0085,1.63,0.29,32.82,49.79,13.4,15.77,3.78,1.0,9/14/2015
489,WE2,2015-09-21 08:32:00,41.7641,-83.3305,1.45,0.34,16.79,41.05,10.1,11.98,4.48,1.56,9/21/2015
490,WE2,2015-09-21 00:00:00,41.762,-83.33,1.45,0.27,31.35,42.24,,,,,9/21/2015
491,WE4,2015-09-21 11:06:00,41.8262,-83.195,0.22,0.01,6.72,14.61,5.2,3.17,1.32,0.25,9/21/2015
492,WE6,2015-09-21 09:10:00,41.7132,-83.3762,1.95,0.44,21.06,43.69,15.3,16.38,6.08,1.83,9/21/2015
493,WE8,2015-09-21 11:49:00,41.8343,-83.3631,0.46,0.29,24.36,36.43,11.0,13.2,5.57,1.54,9/21/2015
494,WE8,2015-09-21 00:00:00,41.834,-83.364,0.64,0.38,25.33,37.09,,,,,9/21/2015
495,WE12,2015-09-21 09:48:00,41.7055,-83.2564,0.78,0.35,19.15,44.48,13.2,15.2,4.61,1.22,9/21/2015
496,WE12,2015-09-21 00:00:00,41.703,-83.254,0.42,0.32,18.29,44.88,,,,,9/21/2015
497,WE13,2015-09-21 10:30:00,41.705,-83.1361,0.37,0.16,17.64,37.75,8.29,10.4,3.08,0.66,9/21/2015
498,WE13,2015-09-21 00:00:00,41.741,-83.136,0.25,0.23,16.87,36.7,,,,,9/21/2015
499,WE13,2015-09-21 00:00:00,41.741,-83.136,0.32,0.16,19.92,40.52,,,,,9/21/2015
500,WE14,2015-09-22 11:25:00,41.7189,-83.0132,0.44,0.16,29.9,40.39,6.16,7.5,3.36,0.55,9/22/2015
501,WE15,2015-09-22 10:43:00,41.6167,-83.0088,0.53,0.39,46.36,44.09,7.32,9.96,4.36,0.8,9/22/2015
502,WE2,2015-09-28 08:28:00,41.7634,-83.3301,0.91,0.14,22.4,27.95,16.7,16.12,3.44,2.15,9/28/2015
503,WE2,2015-09-28 00:00:00,41.762,-83.33,1.21,0.25,29.77,28.21,,,,,9/28/2015
504,WE4,2015-09-28 12:53:00,41.8262,-83.1936,0.26,0.21,17.6,22.15,7.79,7.48,2.24,1.42,9/28/2015
505,WE6,2015-09-28 09:15:00,41.7114,-83.3788,1.99,0.34,51.84,54.99,23.4,25.47,5.51,1.73,9/28/2015
506,WE8,2015-09-28 13:39:00,41.8338,-83.3623,0.32,0.19,20.68,28.86,8.65,9.24,3.24,1.83,9/28/2015
507,WE8,2015-09-28 00:00:00,41.834,-83.364,0.39,0.24,17.12,29.51,,,,,9/28/2015
508,WE12,2015-09-28 09:55:00,41.7034,-83.2556,0.66,0.42,20.53,40.82,13.0,24.33,5.91,1.62,9/28/2015
509,WE12,2015-09-28 00:00:00,41.703,-83.254,1.01,0.48,22.0,41.86,,,,,9/28/2015
510,WE13,2015-09-28 12:15:00,41.7431,-83.1356,0.23,0.36,13.93,26.65,7.86,8.8,2.42,1.42,9/28/2015
511,WE13,2015-09-28 00:00:00,41.741,-83.136,0.25,0.29,18.15,36.01,,,,,9/28/2015
512,WE13,2015-09-28 00:00:00,41.741,-83.136,0.3,0.34,17.88,38.35,,,,,9/28/2015
513,WE14,2015-09-28 11:35:00,41.7189,-83.0145,0.57,0.19,27.49,38.87,6.62,8.87,2.87,0.95,9/28/2015
514,WE15,2015-09-28 10:55:00,41.6178,-83.0089,0.6,0.19,23.24,28.86,7.28,8.62,2.38,0.87,9/28/2015
515,WE2,2015-10-05 08:29:00,41.7641,-83.3289,0.01,0.01,0.47,8.46,47.3,50.73,3.68,0.26,10/5/2015
516,WE2,2015-10-05 00:00:00,41.762,-83.33,0.13,0.01,0.39,8.51,,,,,10/5/2015
517,WE4,2015-10-05 12:36:00,41.8254,-83.1946,0.01,0.01,0.28,5.48,26.3,30.15,1.81,0.25,10/5/2015
518,WE6,2015-10-05 09:01:00,41.7115,-83.3794,0.6,0.18,11.15,30.21,115.0,121.0,11.12,1.46,10/5/2015
519,WE8,2015-10-05 13:19:00,41.8348,-83.3648,0.01,0.01,0.15,4.99,25.4,26.6,2.82,0.24,10/5/2015
520,WE8,2015-10-05 00:00:00,41.834,-83.364,0.01,0.01,0.19,5.03,,,,,10/5/2015
521,WE12,2015-10-05 09:41:00,41.7022,-83.2541,0.27,0.01,1.4,18.73,68.3,68.8,4.92,0.43,10/5/2015
522,WE12,2015-10-05 00:00:00,41.703,-83.254,0.19,0.01,1.87,18.05,,,,,10/5/2015
523,WE13,2015-10-05 11:57:00,41.7418,-83.1342,0.32,0.13,4.77,20.45,153.0,139.2,9.62,0.93,10/5/2015
524,WE13,2015-10-05 00:00:00,41.741,-83.136,0.36,0.13,4.52,19.25,,,,,10/5/2015
525,WE13,2015-10-05 00:00:00,41.741,-83.136,0.43,0.1,5.17,21.32,,,,,10/5/2015
526,WE14,2015-10-05 11:19:00,41.5541,-83.0146,0.89,0.01,3.63,15.37,5.39,6.6,1.09,0.23,10/5/2015
527,WE15,2015-10-05 10:40:00,41.6166,-83.0091,0.76,0.01,72.95,59.9,38.7,31.9,5.62,,10/5/2015
528,WE15,2015-10-05 00:00:00,,,4.92,0.01,738.64,421.5,,,,,10/5/2015
529,WE2,2015-10-14 08:56:00,41.7648,-83.3316,0.12,0.01,0.27,3.79,4.57,5.68,0.2,0.23,10/14/2015
530,WE2,2015-10-14 00:00:00,41.762,-83.33,0.01,0.01,0.31,3.96,,,,,10/14/2015
531,WE4,2015-10-14 12:55:00,41.8255,-83.1945,0.01,0.01,0.12,3.04,1.95,3.15,,0.11,10/14/2015
532,WE6,2015-10-14 09:28:00,41.7122,-83.3816,0.01,0.01,0.18,3.81,7.03,8.16,0.96,0.39,10/14/2015
533,WE8,2015-10-14 13:40:00,41.8342,-83.361,0.01,0.01,0.5,2.8,1.6,2.24,0.14,0.2,10/14/2015
534,WE8,2015-10-14 00:00:00,41.834,-83.364,0.01,0.01,0.33,2.92,,,,,10/14/2015
535,WE12,2015-10-14 10:04:00,41.7028,-83.256,0.01,0.01,0.47,3.76,11.8,14.26,1.18,0.57,10/14/2015
536,WE12,2015-10-14 00:00:00,41.703,-83.254,0.01,0.01,0.24,3.67,,,,,10/14/2015
537,WE13,2015-10-14 12:18:00,41.744,-83.1339,0.01,0.01,0.45,8.86,8.03,10.92,1.13,0.22,10/14/2015
538,WE13,2015-10-14 00:00:00,41.741,-83.136,0.01,0.01,0.42,7.62,,,,,10/14/2015
539,WE13,2015-10-14 00:00:00,41.741,-83.136,0.13,0.01,0.34,5.47,,,,,10/14/2015
540,WE14,2015-10-14 11:39:00,41.7179,-83.0173,0.01,0.01,0.77,4.71,14.3,12.68,0.6,0.45,10/14/2015
541,WE15,2015-10-14 11:02:00,41.6189,-83.0138,0.01,0.01,0.53,7.52,11.8,12.17,1.1,0.47,10/14/2015
542,WE2,2015-10-19 08:28:00,41.765,-83.33,0.22,0.01,0.43,9.1,7.48,12.13,1.73,0.29,10/19/2015
543,WE2,2015-10-19 00:00:00,41.762,-83.33,0.01,0.13,0.38,8.78,,,,,10/19/2015
544,WE6,2015-10-19 09:06:00,41.7093,-83.38,0.01,0.01,0.02,1.57,1.84,1.28,0.2,0.42,10/19/2015
545,WE8,2015-10-19 12:53:00,41.8421,-83.3631,0.01,0.01,0.06,3.75,4.62,5.18,0.54,0.27,10/19/2015
546,WE8,2015-10-19 00:00:00,41.834,-83.364,0.01,0.01,0.06,3.57,,,,,10/19/2015
547,WE12,2015-10-19 09:46:00,41.7031,-83.2546,0.29,0.01,0.29,11.12,9.79,13.12,1.52,0.23,10/19/2015
548,WE12,2015-10-19 00:00:00,41.703,-83.254,0.26,0.01,0.28,11.25,,,,,10/19/2015
549,WE14,2015-10-19 11:33:00,41.7186,-83.016,0.01,0.01,0.38,6.39,8.36,8.16,0.72,0.29,10/19/2015
550,WE15,2015-10-19 10:53:00,41.6171,-83.0089,0.14,0.01,0.35,4.59,12.6,11.68,1.12,0.35,10/19/2015
551,WE2,2016-05-31 09:01:00,41.7639,-83.3296,0.01,0.01,0.35,1.71,0.9,1.07,0.33,1.04,5/31/2016
552,WE2,2016-05-31 00:00:00,41.762,-83.33,0.01,0.01,0.21,1.0,,,,,5/31/2016
553,WE4,2016-05-31 14:22:00,41.8278,-83.1925,0.01,0.01,0.36,3.73,1.97,3.74,1.06,0.22,5/31/2016
554,WE6,2016-05-31 10:42:00,41.7072,-83.3829,0.01,0.01,1.5,4.42,3.31,6.7,2.8,1.99,5/31/2016
555,WE8,2016-05-31 15:10:00,41.8335,-83.3574,0.01,0.01,0.51,1.27,1.11,1.25,0.6,1.16,5/31/2016
556,WE8,2016-05-31 00:00:00,41.834,-83.364,0.01,0.01,0.42,1.04,,,,,5/31/2016
557,WE9,2016-05-31 10:02:00,41.7269,-83.4233,0.95,0.97,5.89,29.8,5.64,8.86,3.78,2.3,5/31/2016
558,WE12,2016-05-31 11:26:00,41.7042,-83.2519,0.01,0.01,0.32,1.94,0.69,1.08,0.6,0.91,5/31/2016
559,WE12,2016-05-31 00:00:00,41.703,-83.254,0.01,0.01,0.2,2.16,,,,,5/31/2016
560,WE13,2016-05-31 13:37:00,41.7437,-83.1345,0.01,0.01,0.24,2.06,1.13,2.07,0.97,0.36,5/31/2016
561,WE13,2016-05-31 00:00:00,41.741,-83.136,0.01,0.01,0.16,2.12,,,,,5/31/2016
562,WE15,2016-05-31 12:39:00,41.6181,-83.0118,0.01,0.01,0.36,1.35,0.94,2.24,1.96,0.98,5/31/2016
563,WE2,2016-06-13 08:42:00,41.7633,-83.328,0.01,0.01,0.65,8.17,5.37,2.02,0.2,0.37,6/13/2016
564,WE2,2016-06-13 00:00:00,41.762,-83.33,0.01,0.01,0.65,6.83,,,,,6/13/2016
565,WE4,2016-06-13 13:48:00,41.8272,-83.1918,0.01,0.01,0.06,3.59,1.1,12.27,1.12,0.22,6/13/2016
566,WE6,2016-06-13 10:12:00,41.7068,-83.3852,0.1,0.16,0.27,42.09,20.6,24.53,3.52,1.68,6/13/2016
567,WE8,2016-06-13 14:34:00,41.8347,-83.3635,0.01,0.01,0.38,3.59,1.6,2.42,0.5,0.68,6/13/2016
568,WE8,2016-06-13 00:00:00,41.834,-83.364,0.01,0.01,0.21,3.48,,,,,6/13/2016
569,WE9,2016-06-13 09:30:00,41.7173,-83.4222,1.72,1.66,2.92,73.22,18.4,22.96,4.17,2.36,6/13/2016
570,WE12,2016-06-13 11:00:00,41.7039,-83.2543,0.01,0.01,0.7,14.9,12.0,15.02,1.94,0.75,6/13/2016
571,WE12,2016-06-13 00:00:00,41.703,-83.254,0.01,0.01,0.34,15.15,,,,,6/13/2016
572,WE13,2016-06-13 13:07:00,41.7443,-83.1346,0.01,0.01,0.06,1.74,3.57,3.92,0.3,0.23,6/13/2016
573,WE13,2016-06-13 00:00:00,41.741,-83.136,0.01,0.01,0.11,2.47,,,,,6/13/2016
574,WE15,2016-06-13 12:10:00,41.6189,-83.1449,0.01,0.01,0.3,4.53,3.68,4.32,0.5,0.33,6/13/2016
575,WE2,2016-06-27 08:36:00,41.8249,-83.4028,0.01,0.01,0.12,4.03,4.42,5.54,0.26,0.82,6/27/2016
576,WE2,2016-06-27 00:00:00,41.762,-83.33,0.01,0.01,0.13,3.2,,,,,6/27/2016
577,WE4,2016-06-27 13:18:00,41.826,-83.1928,0.01,0.01,0.11,4.31,0.8,1.5,0.2,0.3,6/27/2016
578,WE6,2016-06-27 10:05:00,41.7048,-83.3858,0.6,0.45,0.99,4.25,2.56,6.2,2.37,1.83,6/27/2016
579,WE8,2016-06-27 14:09:00,41.8347,-83.368,0.01,0.01,0.2,2.55,1.58,2.02,0.24,0.76,6/27/2016
580,WE8,2016-06-27 00:00:00,41.834,-83.364,0.01,0.01,0.34,2.44,,,,,6/27/2016
581,WE9,2016-06-27 09:29:00,41.7177,-83.4262,0.01,0.1,4.79,15.87,14.4,16.4,2.17,2.14,6/27/2016
582,WE12,2016-06-27 10:46:00,41.7036,-83.2557,0.01,0.01,0.17,6.73,4.91,5.48,0.33,0.59,6/27/2016
583,WE12,2016-06-27 00:00:00,41.703,-83.254,0.01,0.01,0.14,4.6,,,,,6/27/2016
584,WE13,2016-06-27 12:40:00,41.7423,-83.1357,0.01,0.01,0.07,2.24,0.95,1.34,0.26,0.24,6/27/2016
585,WE13,2016-06-27 00:00:00,41.741,-83.136,0.01,0.01,0.18,2.33,,,,,6/27/2016
586,WE15,2016-06-27 11:47:00,41.6184,-83.0144,0.01,0.01,0.27,3.27,2.79,2.08,0.32,0.53,6/27/2016
587,WE2,2016-07-05 08:38:00,41.9336,-83.5683,0.01,0.01,0.14,4.13,3.9,4.28,0.4,0.46,7/5/2016
588,WE2,2016-07-05 00:00:00,41.762,-83.33,0.01,0.01,0.34,3.66,,,,,7/5/2016
589,WE4,2016-07-05 12:55:00,41.826,-83.1918,0.01,0.01,0.14,2.48,0.93,1.82,0.12,0.29,7/5/2016
590,WE6,2016-07-05 09:46:00,41.7919,-83.4394,0.14,0.11,1.29,11.79,2.94,4.33,1.17,2.27,7/5/2016
591,WE8,2016-07-05 13:43:00,41.8343,-83.3598,0.01,0.01,0.78,3.54,0.95,1.43,0.44,0.63,7/5/2016
592,WE8,2016-07-05 00:00:00,41.834,-83.364,0.01,0.01,0.51,2.3,,,,,7/5/2016
593,WE9,2016-07-05 09:21:00,41.7367,-83.5747,0.01,0.01,1.93,26.25,29.1,27.4,3.21,3.63,7/5/2016
594,WE12,2016-07-05 10:24:00,41.7578,-83.35,0.01,0.01,0.19,5.21,9.43,10.93,1.04,0.85,7/5/2016
595,WE12,2016-07-05 00:00:00,41.703,-83.254,0.01,0.01,0.21,3.93,,,,,7/5/2016
596,WE13,2016-07-05 12:14:00,41.8892,-83.2197,0.01,0.01,0.05,3.24,0.93,3.18,0.5,0.28,7/5/2016
597,WE13,2016-07-05 00:00:00,41.741,-83.136,0.01,0.01,0.27,3.67,,,,,7/5/2016
598,WE15,2016-07-05 11:22:00,41.6392,-83.2389,0.01,0.01,1.22,4.93,1.75,0.45,0.8,0.5,7/5/2016
599,WE2,2016-07-11 08:27:00,41.762,-83.33,0.14,0.01,0.45,4.14,3.1,5.07,0.97,0.59,7/11/2016
600,WE2,2016-07-11 00:00:00,41.762,-83.33,0.14,0.01,0.49,4.2,,,,,7/11/2016
601,WE4,2016-07-11 13:00:00,41.827,-83.193,0.01,0.01,0.13,1.82,1.08,1.8,0.5,0.22,7/11/2016
602,WE6,2016-07-11 09:40:00,41.705,-83.385,0.55,0.15,4.46,36.04,4.3,6.5,3.31,2.62,7/11/2016
603,WE8,2016-07-11 13:54:00,41.834,-83.364,0.62,0.01,4.37,9.86,2.5,3.97,2.17,0.61,7/11/2016
604,WE8,2016-07-11 00:00:00,41.834,-83.364,0.26,0.01,0.74,3.5,,,,,7/11/2016
605,WE9,2016-07-11 09:15:00,41.718,-83.424,2.53,0.01,2.23,35.51,10.8,14.87,4.21,2.73,7/11/2016
606,WE12,2016-07-11 10:24:00,41.703,-83.254,1.32,0.13,2.44,12.55,10.4,9.8,2.61,1.04,7/11/2016
607,WE12,2016-07-11 00:00:00,41.703,-83.254,0.27,0.12,0.29,5.81,,,,,7/11/2016
608,WE13,2016-07-11 12:22:00,41.741,-83.136,0.01,0.01,0.09,3.42,1.77,2.53,0.99,0.27,7/11/2016
609,WE13,2016-07-11 00:00:00,41.741,-83.136,0.01,0.01,0.21,3.76,,,,,7/11/2016
610,WE15,2016-07-11 11:28:00,,,0.14,0.01,0.19,4.75,1.62,2.28,1.15,0.4,7/11/2016
611,WE2,2016-07-18 08:17:00,41.7628,-83.3321,2.53,0.55,7.31,60.59,6.67,15.27,4.51,1.64,7/18/2016
612,WE2,2016-07-18 00:00:00,41.762,-83.33,2.72,0.42,3.96,60.69,,,,,7/18/2016
613,WE4,2016-07-18 12:23:00,41.826,-83.1947,0.01,0.01,0.67,4.42,1.41,2.18,0.67,0.42,7/18/2016
614,WE6,2016-07-18 09:15:00,41.7055,-83.3866,1.71,0.3,3.44,52.54,6.6,10.9,3.47,1.46,7/18/2016
615,WE8,2016-07-18 13:12:00,41.8338,-83.3511,2.82,0.43,5.15,16.28,6.93,4.23,3.11,0.78,7/18/2016
616,WE8,2016-07-18 00:00:00,41.834,-83.364,1.62,0.55,3.81,17.66,,,,,7/18/2016
617,WE9,2016-07-18 08:53:00,41.718,-83.4245,0.86,0.38,1.33,43.56,17.5,21.7,4.47,1.68,7/18/2016
618,WE12,2016-07-18 09:50:00,41.7041,-83.2565,0.19,0.01,0.24,7.93,6.44,7.5,1.21,0.39,7/18/2016
619,WE12,2016-07-18 00:00:00,41.703,-83.254,0.17,0.01,0.24,6.86,,,,,7/18/2016
620,WE13,2016-07-18 11:43:00,41.743,-83.1377,0.01,0.01,0.34,6.26,2.62,3.18,0.9,0.36,7/18/2016
621,WE13,2016-07-18 00:00:00,41.741,-83.136,0.01,0.01,0.3,5.4,,,,,7/18/2016
622,WE15,2016-07-18 10:48:00,41.6186,-83.0145,0.01,0.01,0.17,4.34,1.63,1.43,0.57,0.59,7/18/2016
623,WE2,2016-07-25 08:31:00,41.7635,-83.3324,1.36,0.27,4.88,19.67,7.06,8.57,2.14,0.55,7/25/2016
624,WE2,2016-07-25 00:00:00,41.762,-83.33,1.6,0.34,3.1,18.61,,,,,7/25/2016
625,WE4,2016-07-25 13:42:00,41.8257,-83.1927,1.44,0.31,3.74,11.39,3.32,7.7,4.11,0.44,7/25/2016
626,WE6,2016-07-25 09:53:00,41.706,-83.3868,4.69,1.76,3.69,26.61,7.68,6.97,4.31,1.82,7/25/2016
627,WE8,2016-07-25 14:36:00,41.8325,-83.3605,2.69,0.31,3.56,13.7,5.08,,3.22,0.85,7/25/2016
628,WE8,2016-07-25 00:00:00,41.834,-83.364,3.72,0.47,3.68,15.75,,,,,7/25/2016
629,WE9,2016-07-25 09:18:00,41.7178,-83.4239,2.96,0.69,3.75,41.84,20.3,,5.97,1.39,7/25/2016
630,WE12,2016-07-25 10:47:00,41.7038,-83.2553,0.3,0.01,0.45,6.76,5.95,,2.34,0.39,7/25/2016
631,WE12,2016-07-25 00:00:00,41.703,-83.254,0.26,0.01,0.45,6.72,,,,,7/25/2016
632,WE13,2016-07-25 13:00:00,41.7421,-83.1395,0.78,0.01,1.2,8.24,1.76,,2.07,0.34,7/25/2016
633,WE13,2016-07-25 00:00:00,41.741,-83.136,0.6,0.01,0.87,7.35,,,,,7/25/2016
634,WE15,2016-07-25 11:56:00,41.6189,-83.0097,1.16,0.12,2.73,8.86,2.13,1.9,2.87,0.49,7/25/2016
635,WE2,2016-08-01 08:25:00,41.7649,-83.3301,4.03,0.33,4.2,22.69,6.62,8.68,3.09,0.61,8/1/2016
636,WE2,2016-08-01 00:00:00,41.762,-83.33,3.23,0.34,4.03,26.15,,,,,8/1/2016
637,WE4,2016-08-01 12:35:00,41.8268,-83.193,0.18,0.14,0.25,4.22,1.52,2.7,0.82,0.13,8/1/2016
638,WE6,2016-08-01 09:30:00,41.706,-83.3861,7.26,0.38,14.62,52.99,24.0,21.84,8.29,1.32,8/1/2016
639,WE8,2016-08-01 13:16:00,41.8346,-83.3565,1.44,0.37,6.05,15.3,3.81,5.48,4.45,0.16,8/1/2016
640,WE8,2016-08-01 00:00:00,41.834,-83.364,1.56,0.36,10.34,36.57,,,,,8/1/2016
641,WE9,2016-08-01 09:07:00,41.7183,-83.4219,3.53,0.44,22.68,48.44,18.1,18.24,6.45,1.77,8/1/2016
642,WE12,2016-08-01 10:06:00,41.7048,-83.2544,2.56,0.24,4.83,25.53,8.87,9.72,6.69,0.65,8/1/2016
643,WE12,2016-08-01 00:00:00,41.703,-83.254,2.65,0.21,9.36,22.08,,,,,8/1/2016
644,WE13,2016-08-01 11:59:00,41.7444,-83.1351,2.35,0.42,7.79,33.12,4.23,4.92,0.37,0.48,8/1/2016
645,WE13,2016-08-01 00:00:00,41.741,-83.136,3.21,0.49,5.23,12.92,,,,,8/1/2016
646,WE15,2016-08-01 11:09:00,41.6196,-83.0124,0.86,0.32,2.09,8.21,1.93,2.98,3.04,0.36,8/1/2016
647,WE2,2016-08-09 08:19:00,41.7621,-83.3305,3.02,0.21,4.2,39.07,15.4,13.84,4.17,0.68,8/9/2016
648,WE2,2016-08-09 00:00:00,41.762,-83.33,3.22,0.17,4.03,40.52,,,,,8/9/2016
649,WE4,2016-08-09 12:35:00,41.8261,-83.1921,0.27,0.11,0.25,7.77,2.73,3.94,0.96,0.18,8/9/2016
650,WE6,2016-08-09 09:26:00,41.7049,-83.3856,4.7,0.3,14.62,62.2,23.9,28.1,10.22,0.92,8/9/2016
651,WE8,2016-08-09 13:19:00,41.8343,-83.3571,11.9,0.24,6.05,86.88,22.2,22.4,15.92,0.8,8/9/2016
652,WE8,2016-08-09 00:00:00,41.834,-83.364,6.03,0.21,10.34,58.64,,,,,8/9/2016
653,WE9,2016-08-09 09:01:00,41.7183,-83.4218,4.28,0.33,22.68,87.88,39.8,39.2,14.72,1.99,8/9/2016
